D1    dce_setenv          | Debug level is <DEBUG:DEBUG>
D1326 dce_pop_long        | got <dce_rpccount>=55151572
D1327 dce_pop_int         | got <dce_svr_pid>=25945
D1328 dce_submit_ext      | data transferred, Socket <968> closed
D1329 dce_table_destroy   | about to clear <9967950>
D1330 dce_table_destroy   | current time is <Mon Sep 07 15:29:29 2020>
D1331 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W1333 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D1334 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D1335 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D1336 dce_push_long       | sending <dce_rpccount>=0
D1337 dce_pop_long        | got <dce_rpccount>=80145
D1338 dce_pop_int         | got <dce_svr_pid>=13146
D1339 dce_submit_ext      | data transferred, Socket <968> closed
D1340 dce_pop_long        | got <dce_result>=1
D1341 dce_table_destroy   | about to clear <9967d40>
D1342 dce_table_destroy   | current time is <Mon Sep 07 15:29:29 2020>
D1343 dce_findserver      | current time is <Mon Sep 07 15:29:29 2020>
D1344 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D1345 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D1346 dce_submit_ext      | about to submit RPC to <OECbroker:>
D1347 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D1348 dce_push_long       | sending <dce_rpccount>=0
D1349 dce_pop_long        | got <dce_rpccount>=55151574
D1350 dce_pop_int         | got <dce_svr_pid>=25945
D1351 dce_submit_ext      | data transferred, Socket <968> closed
D1352 dce_table_destroy   | about to clear <9968950>
D1353 dce_table_destroy   | current time is <Mon Sep 07 15:29:29 2020>
D1354 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W1356 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D1357 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D1358 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D1359 dce_push_long       | sending <dce_rpccount>=0
D1360 dce_pop_long        | got <dce_rpccount>=80146
D1361 dce_pop_int         | got <dce_svr_pid>=13146
D1362 dce_submit_ext      | data transferred, Socket <968> closed
D1363 dce_pop_long        | got <dce_result>=1
D1364 dce_table_destroy   | about to clear <9968230>
D1365 dce_table_destroy   | current time is <Mon Sep 07 15:29:29 2020>
D1366 dce_findserver      | current time is <Mon Sep 07 15:29:29 2020>
D1367 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D1368 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D1369 dce_submit_ext      | about to submit RPC to <OECbroker:>
D1370 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D1371 dce_push_long       | sending <dce_rpccount>=0
D1372 dce_pop_long        | got <dce_rpccount>=55151577
D1373 dce_pop_int         | got <dce_svr_pid>=25945
D1374 dce_submit_ext      | data transferred, Socket <968> closed
D1375 dce_table_destroy   | about to clear <9968b40>
D1376 dce_table_destroy   | current time is <Mon Sep 07 15:29:29 2020>
D1377 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W1379 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D1380 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D1381 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D1382 dce_push_long       | sending <dce_rpccount>=0
D1383 dce_pop_long        | got <dce_rpccount>=80147
D1384 dce_pop_int         | got <dce_svr_pid>=13146
D1385 dce_submit_ext      | data transferred, Socket <968> closed
D1386 dce_pop_long        | got <dce_result>=1
D1387 dce_table_destroy   | about to clear <9968b90>
D1388 dce_table_destroy   | current time is <Mon Sep 07 15:29:29 2020>
D1389 dce_findserver      | current time is <Mon Sep 07 15:29:29 2020>
D1390 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D1391 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D1392 dce_submit_ext      | about to submit RPC to <OECbroker:>
D1393 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D1394 dce_push_long       | sending <dce_rpccount>=0
D1395 dce_pop_long        | got <dce_rpccount>=55151578
D1396 dce_pop_int         | got <dce_svr_pid>=25945
D1397 dce_submit_ext      | data transferred, Socket <968> closed
D1398 dce_table_destroy   | about to clear <9968740>
D1399 dce_table_destroy   | current time is <Mon Sep 07 15:29:29 2020>
D1400 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W1402 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D1403 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D1404 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D1405 dce_push_long       | sending <dce_rpccount>=0
D1406 dce_pop_long        | got <dce_rpccount>=80148
D1407 dce_pop_int         | got <dce_svr_pid>=13146
D1408 dce_submit_ext      | data transferred, Socket <968> closed
D1409 dce_pop_long        | got <dce_result>=1
D1410 dce_table_destroy   | about to clear <9968c30>
D1411 dce_table_destroy   | current time is <Mon Sep 07 15:29:29 2020>
D1412 dce_findserver      | current time is <Mon Sep 07 15:29:29 2020>
D1413 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D1414 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D1415 dce_submit_ext      | about to submit RPC to <OECbroker:>
D1416 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D1417 dce_push_long       | sending <dce_rpccount>=0
D1418 dce_pop_long        | got <dce_rpccount>=55151579
D1419 dce_pop_int         | got <dce_svr_pid>=25945
D1420 dce_submit_ext      | data transferred, Socket <968> closed
D1421 dce_table_destroy   | about to clear <9968d40>
D1422 dce_table_destroy   | current time is <Mon Sep 07 15:29:29 2020>
D1423 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W1425 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D1426 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D1427 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D1428 dce_push_long       | sending <dce_rpccount>=0
D1429 dce_pop_long        | got <dce_rpccount>=80149
D1430 dce_pop_int         | got <dce_svr_pid>=13146
D1431 dce_submit_ext      | data transferred, Socket <968> closed
D1432 dce_pop_long        | got <dce_result>=1
D1433 dce_table_destroy   | about to clear <99685e0>
D1434 dce_table_destroy   | current time is <Mon Sep 07 15:29:29 2020>
D1435 dce_findserver      | current time is <Mon Sep 07 15:29:29 2020>
D1436 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D1437 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D1438 dce_submit_ext      | about to submit RPC to <OECbroker:>
D1439 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D1440 dce_push_long       | sending <dce_rpccount>=0
D1441 dce_pop_long        | got <dce_rpccount>=55151580
D1442 dce_pop_int         | got <dce_svr_pid>=25945
D1443 dce_submit_ext      | data transferred, Socket <968> closed
D1444 dce_table_destroy   | about to clear <99686f0>
D1445 dce_table_destroy   | current time is <Mon Sep 07 15:29:29 2020>
D1446 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W1448 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D1449 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D1450 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D1451 dce_push_long       | sending <dce_rpccount>=0
D1452 dce_pop_long        | got <dce_rpccount>=80150
D1453 dce_pop_int         | got <dce_svr_pid>=13146
D1454 dce_submit_ext      | data transferred, Socket <968> closed
D1455 dce_pop_long        | got <dce_result>=1
D1456 dce_table_destroy   | about to clear <9969100>
D1457 dce_table_destroy   | current time is <Mon Sep 07 15:29:29 2020>
D1458 dce_findserver      | current time is <Mon Sep 07 15:29:29 2020>
D1459 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D1460 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D1461 dce_submit_ext      | about to submit RPC to <OECbroker:>
D1462 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D1463 dce_push_long       | sending <dce_rpccount>=0
D1464 dce_pop_long        | got <dce_rpccount>=55151581
D1465 dce_pop_int         | got <dce_svr_pid>=25945
D1466 dce_submit_ext      | data transferred, Socket <968> closed
D1467 dce_table_destroy   | about to clear <99696c0>
D1468 dce_table_destroy   | current time is <Mon Sep 07 15:29:29 2020>
D1469 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W1471 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D1472 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D1473 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D1474 dce_push_long       | sending <dce_rpccount>=0
D1475 dce_pop_long        | got <dce_rpccount>=80151
D1476 dce_pop_int         | got <dce_svr_pid>=13146
D1477 dce_submit_ext      | data transferred, Socket <968> closed
D1478 dce_pop_long        | got <dce_result>=1
D1479 dce_table_destroy   | about to clear <9969260>
D1480 dce_table_destroy   | current time is <Mon Sep 07 15:29:30 2020>
D1481 dce_findserver      | current time is <Mon Sep 07 15:29:30 2020>
D1482 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D1483 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D1484 dce_submit_ext      | about to submit RPC to <OECbroker:>
D1485 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D1486 dce_push_long       | sending <dce_rpccount>=0
D1487 dce_pop_long        | got <dce_rpccount>=55151582
D1488 dce_pop_int         | got <dce_svr_pid>=25945
D1489 dce_submit_ext      | data transferred, Socket <968> closed
D1490 dce_table_destroy   | about to clear <9969da0>
D1491 dce_table_destroy   | current time is <Mon Sep 07 15:29:30 2020>
D1492 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W1494 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D1495 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D1496 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D1497 dce_push_long       | sending <dce_rpccount>=0
D1498 dce_pop_long        | got <dce_rpccount>=80152
D1499 dce_pop_int         | got <dce_svr_pid>=13146
D1500 dce_submit_ext      | data transferred, Socket <968> closed
D1501 dce_pop_long        | got <dce_result>=1
D1502 dce_table_destroy   | about to clear <9969280>
D1503 dce_table_destroy   | current time is <Mon Sep 07 15:29:30 2020>
D1504 dce_findserver      | current time is <Mon Sep 07 15:29:30 2020>
D1505 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D1506 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D1507 dce_submit_ext      | about to submit RPC to <OECbroker:>
D1508 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D1509 dce_push_long       | sending <dce_rpccount>=0
D1510 dce_pop_long        | got <dce_rpccount>=55151583
D1511 dce_pop_int         | got <dce_svr_pid>=25945
D1512 dce_submit_ext      | data transferred, Socket <968> closed
D1513 dce_table_destroy   | about to clear <99693b0>
D1514 dce_table_destroy   | current time is <Mon Sep 07 15:29:30 2020>
D1515 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W1517 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D1518 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D1519 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D1520 dce_push_long       | sending <dce_rpccount>=0
D1521 dce_pop_long        | got <dce_rpccount>=80153
D1522 dce_pop_int         | got <dce_svr_pid>=13146
D1523 dce_submit_ext      | data transferred, Socket <968> closed
D1524 dce_pop_long        | got <dce_result>=1
D1525 dce_table_destroy   | about to clear <9969630>
D1526 dce_table_destroy   | current time is <Mon Sep 07 15:29:30 2020>
D1527 dce_findserver      | current time is <Mon Sep 07 15:29:30 2020>
D1528 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D1529 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D1530 dce_submit_ext      | about to submit RPC to <OECbroker:>
D1531 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D1532 dce_push_long       | sending <dce_rpccount>=0
D1533 dce_pop_long        | got <dce_rpccount>=55151585
D1534 dce_pop_int         | got <dce_svr_pid>=25945
D1535 dce_submit_ext      | data transferred, Socket <968> closed
D1536 dce_table_destroy   | about to clear <996a780>
D1537 dce_table_destroy   | current time is <Mon Sep 07 15:29:30 2020>
D1538 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W1540 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D1541 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D1542 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D1543 dce_push_long       | sending <dce_rpccount>=0
D1544 dce_pop_long        | got <dce_rpccount>=80154
D1545 dce_pop_int         | got <dce_svr_pid>=13146
D1546 dce_submit_ext      | data transferred, Socket <968> closed
D1547 dce_pop_long        | got <dce_result>=1
D1548 dce_table_destroy   | about to clear <996a360>
D1549 dce_table_destroy   | current time is <Mon Sep 07 15:29:30 2020>
D1550 dce_findserver      | current time is <Mon Sep 07 15:29:30 2020>
D1551 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D1552 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D1553 dce_submit_ext      | about to submit RPC to <OECbroker:>
D1554 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D1555 dce_push_long       | sending <dce_rpccount>=0
D1556 dce_pop_long        | got <dce_rpccount>=55151587
D1557 dce_pop_int         | got <dce_svr_pid>=25945
D1558 dce_submit_ext      | data transferred, Socket <968> closed
D1559 dce_table_destroy   | about to clear <996ae20>
D1560 dce_table_destroy   | current time is <Mon Sep 07 15:29:30 2020>
D1561 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W1563 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D1564 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D1565 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D1566 dce_push_long       | sending <dce_rpccount>=0
D1567 dce_pop_long        | got <dce_rpccount>=80155
D1568 dce_pop_int         | got <dce_svr_pid>=13146
D1569 dce_submit_ext      | data transferred, Socket <968> closed
D1570 dce_pop_long        | got <dce_result>=1
D1571 dce_table_destroy   | about to clear <996a480>
D1572 dce_table_destroy   | current time is <Mon Sep 07 15:29:30 2020>
D1573 dce_findserver      | current time is <Mon Sep 07 15:29:30 2020>
D1574 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D1575 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D1576 dce_submit_ext      | about to submit RPC to <OECbroker:>
D1577 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D1578 dce_push_long       | sending <dce_rpccount>=0
D1579 dce_pop_long        | got <dce_rpccount>=55151588
D1580 dce_pop_int         | got <dce_svr_pid>=25945
D1581 dce_submit_ext      | data transferred, Socket <968> closed
D1582 dce_table_destroy   | about to clear <996a190>
D1583 dce_table_destroy   | current time is <Mon Sep 07 15:29:30 2020>
D1584 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W1586 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D1587 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D1588 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D1589 dce_push_long       | sending <dce_rpccount>=0
D1590 dce_pop_long        | got <dce_rpccount>=80156
D1591 dce_pop_int         | got <dce_svr_pid>=13146
D1592 dce_submit_ext      | data transferred, Socket <968> closed
D1593 dce_pop_long        | got <dce_result>=1
D1594 dce_table_destroy   | about to clear <996aa10>
